trial_number,best_train_loss,final_train_loss,final_val_loss,lr,batch_size,internal_layer_size,output_dim,m_pos,m_gap,optimizer,weight_decay
1,0.036303888831790525,0.036303888831790525,0.00901101947803596,5.6115164153345e-05,64,512,256,0.4497274754949587,0.08636499344142012,sgd,7.309539835912905e-05
2,0.008765219912017556,0.008765219912017556,0.005792089416882747,3.8234752246751835e-05,64,256,256,0.42910722301793913,0.23977710745066666,adam,1.5679933916722995e-05
3,0.3353212272026101,0.3353212272026101,0.30149513483047485,0.000233596350262616,1024,512,768,0.5285185952705561,0.2378997883128378,sgd,1.5030900645056805e-05
4,0.004645580152638865,0.004645580152638865,0.00232552953530103,2.4658447214487366e-05,1024,768,768,0.528114267701532,0.08974313630683449,adamw,0.0002870875348195468
5,0.0016923730964867436,0.0016923730964867436,0.0011719873116817325,0.000348771262454593,512,256,768,0.48611008952267293,0.07391884918766034,adamw,0.0003482846706526881
6,0.018933754711056166,0.018933754711056166,0.003927468796776738,9.718319944817387e-05,64,1024,768,0.45203174316882716,0.0653959819657586,sgd,0.00041327654594663655
7,0.0014884166525824148,0.0014884166525824148,0.0011202751455130055,0.00018484491720988634,512,512,768,0.5405022816558881,0.051390426106238146,adam,1.736723715159314e-05
8,0.1338468117786003,0.1338468117786003,0.06323792199325409,4.7340227734041895e-05,64,256,128,0.5053390067571856,0.15053580464577232,sgd,3.0138649046798015e-05
9,0.18956886342419382,0.18956886342419382,0.15582334240780601,1.9489008462344228e-05,128,512,128,0.5369423493824934,0.11415601299434718,sgd,0.00022653156413948846
10,0.011464034777362736,0.011464034777362736,0.0057385923806577924,1.0793832090127281e-05,1024,512,256,0.4561118278801218,0.1819968092068358,adam,3.0458224385894053e-05
11,0.00796930279577975,0.00796930279577975,0.003945460496470332,0.000776735381623706,256,1024,256,0.4224977244260496,0.12605859205036218,sgd,9.427382560668222e-05
12,0.007353947353856167,0.007353947353856167,0.005013371005084864,7.253101155241605e-05,64,256,256,0.4238617692525638,0.22810800597381,adam,7.245642838023481e-05
13,0.004521469566306684,0.004521469566306684,0.00323485778637266,4.616561222303107e-05,64,768,256,0.45304574677172094,0.19204035679300735,adam,5.090873160060654e-05
