trial_number,best_train_loss,final_train_loss,final_val_loss,lr,batch_size,internal_layer_size,output_dim,m_pos,m_gap,optimizer,weight_decay
39,0.010192391804943215,0.010192391804943215,0.006311817719025691,4.058541477789458e-05,64,768,256,0.3171936082373011,0.0718964131601165,sgd,3.099158258966439e-05
40,0.05377591811880773,0.05377591811880773,0.0487684927880764,1.4265489994810162e-05,1024,256,768,0.4764662639236179,0.040972189733091406,sgd,5.682887964835691e-05
41,0.0024023525955653626,0.0024023525955653626,0.0015668035559000292,2.46621544697331e-05,64,512,256,0.3489982724444093,0.18686751792409342,adam,1.8066284708596216e-05
42,0.0007248237180851437,0.0007248237180851437,0.0004926678098854609,0.0003160062752874044,512,256,768,0.36919427550726996,0.09091323268850027,adamw,0.0002088951240791293
43,0.000268373854405767,0.000268373854405767,0.00022492498683277518,0.000930826888126965,512,256,768,0.30085940528798544,0.05185725191452037,adamw,0.00059258658423689
44,0.0004966419617222546,0.0004966419617222546,0.0004160738186328672,0.0006518026905463989,512,256,768,0.4111389939711492,0.0680564493303513,adamw,0.0003529574867556181
45,0.001295382642229943,0.001295382642229943,0.0006508670237963087,5.4820199767512266e-05,512,256,256,0.4385333372445193,0.08356089874402498,adamw,0.000819053247063088
46,0.0013852017131696789,0.0013852017131696789,0.0010256563823879484,0.0003784197554360659,64,1024,768,0.4604907751694475,0.03750760518082873,adam,0.00024456174268469864
47,0.061119890993322865,0.061119890993322865,0.05588540373535096,9.120154591054548e-05,128,256,256,0.3947964292421385,0.1351570732245057,sgd,0.00017375970662758766
48,0.0010734937752059916,0.0010734937752059916,0.0010840054659638555,0.00011297367260487841,256,768,128,0.5059716807698846,0.10586910117994588,adam,0.00011013262497881513
49,0.00037478397166043734,0.00037478397166043734,0.0006194445403805985,0.00016977700968789832,64,512,256,0.48636178190227675,0.05672612669319753,adamw,8.250518057579472e-05
50,0.024791240597105756,0.024793636795057326,0.02142539229243994,3.962535748297499e-05,1024,256,768,0.3158984743942009,0.07562445720610374,sgd,1.2584481123216388e-05
