trial_number,best_train_loss,final_train_loss,final_val_loss,lr,batch_size,internal_layer_size,output_dim,m_pos,m_gap,optimizer,weight_decay
1,0.020551653979888385,0.020551653979888385,0.015927599923934336,5.6115164153345e-05,64,512,256,0.353084777669569,0.06091024442520711,sgd,7.309539835912905e-05
2,0.0024967032628981796,0.0024967032628981796,0.0019313369955123063,3.8234752246751835e-05,64,256,256,0.31626289824631987,0.19131054133306666,adam,1.5679933916722995e-05
3,0.09150909883331279,0.09150909883331279,0.08226668685674668,0.000233596350262616,1024,512,768,0.4937832058402787,0.18971482006591217,sgd,1.5030900645056805e-05
4,0.0014429532397747496,0.0014429532397747496,0.0006326676404569298,2.4658447214487366e-05,1024,768,768,0.4930611923241644,0.0637816658608093,adamw,0.0002870875348195468
5,0.0004633423895753293,0.0004633423895753293,0.0003630097970017232,0.000348771262454593,512,256,768,0.41805373129048734,0.050331021809511295,adamw,0.0003482846706526881
6,0.008929812502960889,0.008929812502960889,0.005028161086782718,9.718319944817387e-05,64,1024,768,0.3571995413729056,0.04308658467089481,sgd,0.00041327654594663655
7,0.0004978080751429008,0.0004978080751429008,0.0005004802791518159,0.00018484491720988634,512,512,768,0.5151826458140859,0.031181862190302417,adam,1.736723715159314e-05
8,0.0604340414172819,0.0604340414172819,0.05274533270413329,4.7340227734041895e-05,64,256,128,0.45239108349497426,0.11545543394890646,sgd,3.0138649046798015e-05
9,0.059347992772450835,0.059347992772450835,0.05103749140531202,1.9489008462344228e-05,128,512,128,0.5088256238973096,0.08453261104519509,sgd,0.00022653156413948846
10,0.0031943430111990596,0.0031943430111990596,0.0016015738947317004,1.0793832090127281e-05,1024,512,256,0.3644854069287889,0.14219728782581043,adam,3.0458224385894053e-05
11,0.0023400997859128105,0.0023400997859128105,0.000939457694767043,0.000776735381623706,256,1024,256,0.3044602221893743,0.0946498032428078,sgd,9.427382560668222e-05
12,0.0021698359997640053,0.0021698359997640053,0.0014911331286413631,7.253101155241605e-05,64,256,256,0.30689601652243537,0.18139180507773844,adam,7.245642838023481e-05
13,0.001390581937250279,0.001390581937250279,0.0013563113142869726,4.616561222303107e-05,64,768,256,0.3590102620923588,0.15073430327405626,adam,5.090873160060654e-05
14,0.0016690745318100816,0.0016690745318100816,0.0009419408977305321,3.5560743660547806e-05,64,256,256,0.40494055899494713,0.14128454836874038,adam,1.0187635895685474e-05
15,0.001452591311854377,0.001452591311854377,0.0008029522399323745,1.1248613366724764e-05,128,512,256,0.3359877273421813,0.11353016230257297,adamw,0.000981824756903747
16,0.0653835132794307,0.0653835132794307,0.05884613795205951,0.00013088003137324127,256,256,256,0.3932154568582249,0.1643998338118362,sgd,3.7654648590342216e-05
17,0.0010817465735529757,0.0010817465735529757,0.0006516333636288327,7.386508325927118e-05,64,1024,128,0.4523149890526282,0.0778082593431425,adam,0.000188887005879354
18,0.021206433825809758,0.021206433825809758,0.01586598567190064,2.7270351292603972e-05,64,768,256,0.33102530891842896,0.118799639550799,sgd,0.0001385847923883385
19,0.0025198024684046074,0.0025198024684046074,0.0012829860228938377,1.7162945621261104e-05,64,256,256,0.38187264691070527,0.16837892994823137,adam,6.327754983612125e-05
20,0.00031195470898830787,0.00031195470898830787,0.0002984759253943398,7.123498417990455e-05,128,512,256,0.32952601746274646,0.058978417350459215,adamw,2.0612781170206732e-05
21,0.008182326310352251,0.008182326310352251,0.0040898842737078665,0.0005560094986576656,512,512,128,0.5478192990359,0.19648045029382832,sgd,0.0006636044762855568
22,0.07255983717587529,0.07255983717587529,0.06448069103062153,0.0002630197869185312,1024,512,768,0.43360649430723086,0.1940679553119876,sgd,1.6079706158073564e-05
23,0.08294691753630735,0.08294691753630735,0.07446257472038269,0.0002073160407652295,1024,512,768,0.47643141913296216,0.1790940975197871,sgd,1.002325164414201e-05
24,0.09970360393730962,0.09970360393730962,0.09046286717057228,0.0001455910609411196,1024,512,768,0.5405580205952892,0.16005473530604497,sgd,2.1644811219075063e-05
25,0.02061386224920945,0.02061386224920945,0.01453669493785128,0.0003731252865233215,256,512,256,0.31766077858551445,0.12853362158046236,sgd,4.089929580288999e-05
26,0.0029076177755142656,0.0029076177755142656,0.0013770663761533796,0.00010745476406241598,1024,256,768,0.3466317694578462,0.18451668580246058,adam,1.4119771677246693e-05
27,0.02130001118961991,0.02130001118961991,0.014584406812906644,5.139407545095126e-05,64,768,256,0.3860574164924038,0.09628735851448086,sgd,0.00011482569330535044
28,0.05403784220717652,0.05403784220717652,0.043228352489839694,3.257633673544915e-05,64,1024,768,0.46820866837068714,0.17356978456323874,sgd,2.7561248005852673e-05
29,0.0030802502201832073,0.0030802502201832073,0.0019598364480771123,9.057926329192444e-05,1024,512,256,0.36825919868934326,0.1984662028437595,adam,1.2920291614459912e-05
30,0.0033776811276543506,0.0033776811276543506,0.0017629504785872997,2.068257671872274e-05,1024,768,128,0.49475820807085596,0.15376431588632306,adamw,2.3315679422674618e-05
31,0.0006508516760695041,0.0006508516760695041,0.0005809921873151325,0.0004637990094203299,512,256,768,0.4263888453199152,0.0779781301257706,adamw,4.6875503706359996e-05
32,0.0014377391733210155,0.0014377391733210155,0.0006425977102480829,3.2328148058826815e-05,1024,768,768,0.528341671262381,0.06190020025665973,adamw,0.0003258711736697869
33,0.0014610165238323413,0.0014610165238323413,0.0005575164803303778,1.5421164133698556e-05,1024,768,768,0.494755474186376,0.048847715674292275,adamw,0.0003047242774272596
34,0.0009786355076357722,0.0009786355076357722,0.0005700227629859,6.325214692138331e-05,1024,768,768,0.47037025287130635,0.0643153344149846,adamw,0.0004966160280623606
35,0.0010045220676277364,0.0010045220676277364,0.00042428890592418613,2.437782473211141e-05,512,256,768,0.4446085359418318,0.03066336216356086,adamw,0.00024964059910484324
36,0.04490243465838071,0.04490243465838071,0.0379448525583858,4.564705095762939e-05,64,512,768,0.49798737898374834,0.0400090961504416,sgd,0.00015311869106204802
37,0.00037684228293836784,0.00037684228293836784,0.0005862095274062108,0.00022457485162797152,128,1024,768,0.41620247971430935,0.10212709717427135,adamw,8.690567858285234e-05
38,0.001183585480690393,0.001183585480690393,0.0005838610835780855,0.00014932233377733419,256,512,128,0.5262101958460953,0.05314881503448106,adam,0.0004528633455752636
