trial_number,best_train_loss,final_train_loss,final_val_loss,lr,batch_size,internal_layer_size,output_dim,margin,optimizer,weight_decay
1,0.12223599513638729,0.12223599513638729,0.10849278486648183,5.6115164153345e-05,64,512,256,0.7606169555339138,sgd,0.00011207606211860574
2,0.12775462901081575,0.12775462901081575,0.11635118788933452,7.309539835912905e-05,128,512,768,0.7585262061843646,sgd,0.0004138040112561013
3,0.06476614360823808,0.06476614360823808,0.05220225783465784,4.066563313514796e-05,128,512,768,0.7592427227762764,adam,0.0006161049539380963
4,0.06367648749237478,0.06367648749237478,0.055026588997073994,0.0001569639638866114,64,768,256,0.790109849037702,adamw,2.497073714505272e-05
5,0.12310252750026669,0.12310252750026669,0.10990911888278973,1.0257563974185649e-05,64,768,128,0.7662591661013374,sgd,8.798929749689021e-05
6,0.07996917493185218,0.07996917493185218,0.06428812313824891,1.7345566642360933e-05,512,256,256,0.7754285345582351,adam,0.0003244160088734161
7,0.07689975395950736,0.07689975395950736,0.06281475890427828,2.8681134821030064e-05,512,512,128,0.7948045649961747,adam,7.148510793512978e-05
8,0.06716559035077892,0.06716559035077892,0.05772111339458994,0.0004325432427964555,64,768,256,0.7985891041360481,adam,3.997206819121805e-05
9,0.07166691798040324,0.07166691798040324,0.05886380690373952,3.712624179040528e-05,128,256,128,0.788080980766436,adamw,0.00018391267498288997
10,0.11795333037367257,0.11795333037367257,0.10398749653249979,0.00018495216589727275,256,768,768,0.7587183214502495,sgd,1.883830778761975e-05
11,0.10024797946822886,0.10024797946822886,0.08472613468766213,0.000776735381623706,1024,1024,256,0.7508920444378748,sgd,1.0744583847151165e-05
12,0.1359734876019418,0.1359734876019418,0.12442878756342055,6.929790259989524e-05,128,512,768,0.7719974602264141,sgd,0.0008603712922135038
13,0.1259719608541654,0.1259719608541654,0.11548300385475159,8.819176073569919e-05,1024,512,768,0.7504664033111185,sgd,0.00022465392476467104
14,0.12936556163956137,0.12936556163956137,0.11686982475221157,0.00018526081758759246,256,512,768,0.7618820789890564,sgd,0.0003933480575431433
15,0.1054248682253649,0.1054248682253649,0.08800085539081294,6.577272217963763e-05,64,1024,256,0.7791613576983164,sgd,0.0001146959579468061
16,0.06317751993761038,0.06317751993761038,0.05286282569735865,0.0001133858401260482,128,512,256,0.7675414950623098,adamw,0.00012953685031874787
17,0.11418215893304257,0.11418215893304257,0.0990797366145291,0.00042579880439922363,128,512,768,0.7542098113726191,sgd,5.1492191153411867e-05
18,0.1385720660117522,0.1385720660117522,0.12722759214556142,2.1086908167827972e-05,64,512,768,0.7810030833481392,sgd,0.0004524540905246327
19,0.14750686690819506,0.14750686690819506,0.1389108970761299,5.0108006204724114e-05,512,256,256,0.7654212129162795,sgd,0.00021531350891894905
20,0.06074180167235072,0.06074180167235072,0.05141551345586777,0.00010785006601337609,256,1024,128,0.7564816131926317,adamw,0.0007281935991825222
21,0.13647397044970064,0.13647397044970064,0.12583835870027543,0.00024871300993354505,1024,512,768,0.7700120096900184,sgd,0.00016155377070117762
22,0.06525807861057693,0.06525807861057693,0.053744204106587395,4.110275205609604e-05,128,512,768,0.7619978870507145,adam,0.0005768498279161787
23,0.06672656668059508,0.06672656668059508,0.053664525192749654,2.657625723440864e-05,128,512,768,0.7606955589062749,adam,0.0003043344699306969
24,0.06360932744925132,0.06360932744925132,0.05124407803899125,5.932780282744935e-05,128,512,768,0.7548464483786604,adam,0.0009565432147560543
25,0.06996430087443965,0.06996430087443965,0.05623518854756899,1.5638943576700537e-05,128,512,768,0.7637697363607641,adam,0.0005266210017669334
26,0.06383349701180645,0.06383349701180645,0.05341333922022467,3.754863508709282e-05,64,512,256,0.7578338714242299,adam,0.00029841162122205915
27,0.13461387641442096,0.13461387641442096,0.1226682243279264,7.637678915985091e-05,128,512,768,0.7726630815562541,sgd,0.000634305687465512
28,0.10824168301985392,0.10824168301985392,0.09389056180474124,0.00012344914284165515,128,1024,768,0.7542549085538695,sgd,7.018825073720045e-05
29,0.06596637732436927,0.06596637732436927,0.05467127045248724,5.32775815753164e-05,64,256,256,0.769459665318056,adamw,0.00041239591114679936
30,0.06387680330655167,0.06387680330655167,0.054159830306555815,2.7851210693460445e-05,64,768,128,0.7591097474387647,adam,4.01145709368764e-05
