trial_number,best_train_loss,final_train_loss,final_val_loss,lr,batch_size,internal_layer_size,output_dim,m_pos,m_gap,optimizer,weight_decay
18,0.037092321910445536,0.037092321910445536,0.028305455039783267,2.7270351292603972e-05,64,768,256,0.38941731368198185,0.17223508208870528,sgd,0.0001385847923883385
19,0.0035011074268148875,0.0035011074268148875,0.0021348110133942192,1.7162945621261104e-05,64,256,256,0.40812913406313955,0.20139937055778317,adam,6.327754983612125e-05
20,0.0011969369855430096,0.0011969369855430096,0.0008563673281393756,7.123498417990455e-05,128,512,256,0.3888655744262907,0.1370461278532113,adamw,2.0612781170206732e-05
21,0.008617737762896078,0.008617737762896078,0.004481345554813743,0.0005560094986576656,512,512,128,0.46919750204521116,0.21792967664342844,sgd,0.0006636044762855568
22,0.07866361600403883,0.07866361600403883,0.07033358663320541,0.0002630197869185312,1024,512,768,0.4271671899050609,0.216510561948228,sgd,1.6079706158073564e-05
23,0.08251245304638026,0.08251245304638026,0.07420425415039063,0.0002073160407652295,1024,512,768,0.44292676224093,0.20770241030575715,sgd,1.002325164414201e-05
24,0.08718052156725709,0.08718052156725709,0.07847460061311722,0.0001455910609411196,1024,512,768,0.4665253515790664,0.1965027854741441,sgd,2.1644811219075063e-05
25,0.03940928178598814,0.03940928178598814,0.028681680001318453,0.0003731252865233215,256,512,256,0.3844991665194693,0.17796095387086017,sgd,4.089929580288999e-05
26,0.0038410881249120042,0.0038410881249120042,0.0022405034746043385,0.00010745476406241598,1024,256,768,0.3951604911604874,0.21089216811909445,adam,1.4119771677246693e-05
27,0.03707632010710865,0.03707632010710865,0.027078396694105902,5.139407545095126e-05,64,768,256,0.40966912926920457,0.15899256383204757,sgd,0.00011482569330535044
28,0.0547865852725502,0.0547865852725502,0.04396861050111853,3.257633673544915e-05,64,1024,768,0.4399007899604128,0.20445281444896396,sgd,2.7561248005852673e-05
29,0.0037887195928250346,0.0037887195928250346,0.002266467327717692,9.057926329192444e-05,1024,512,256,0.4031193851176783,0.21909776637868206,adam,1.2920291614459912e-05
30,0.0042977006559507275,0.0042977006559507275,0.0020655398722738026,2.068257671872274e-05,1024,768,128,0.44967102057007496,0.19280253875666062,adamw,2.3315679422674618e-05
31,0.0015071776712774203,0.0015071776712774203,0.0012226357299368828,0.0004637990094203299,512,256,768,0.4245110950777288,0.14822242948574743,adamw,4.6875503706359996e-05
32,0.0025475750420698704,0.0025475750420698704,0.0011239664803724737,3.2328148058826815e-05,1024,768,768,0.46202973502455613,0.1387648236803881,adamw,0.0003258711736697869
33,0.002815053855278054,0.002815053855278054,0.0012667214323300868,1.5421164133698556e-05,1024,768,768,0.44967001450058636,0.1310868915731131,adamw,0.0003047242774272596
34,0.0020369551220566643,0.0020369551220566643,0.0011187369760591536,6.325214692138331e-05,1024,768,768,0.44069625305664073,0.14018549083234388,adamw,0.0004966160280623606
35,0.0023778481367376764,0.0023778481367376764,0.0010848881473066285,2.437782473211141e-05,512,256,768,0.43121594122659407,0.12039021303738873,adamw,0.00024964059910484324
36,0.054242958774121615,0.054242958774121615,0.046432176177763636,4.564705095762939e-05,64,512,768,0.45085935546601935,0.1258877036179068,sgd,0.00015311869106204802
37,0.0009465329335270631,0.0009465329335270631,0.0013416783266724382,0.00022457485162797152,128,1024,768,0.4207625125348658,0.1624277042201596,adamw,8.690567858285234e-05
38,0.001972824292968425,0.001972824292968425,0.001125257893727394,0.00014932233377733419,256,512,128,0.461245352071363,0.13361695002028295,adam,0.0004528633455752636
39,0.027860252065697276,0.027860252065697276,0.019638635568130926,4.058541477789458e-05,64,768,256,0.3843272478313268,0.14464494891771557,sgd,3.099158258966439e-05
40,0.06739009072890087,0.06739009072890087,0.061471202224493024,1.4265489994810162e-05,1024,256,768,0.44293958512389137,0.12645422925475966,sgd,5.682887964835691e-05
41,0.003112363447865706,0.003112363447865706,0.0020428162583841047,2.46621544697331e-05,64,512,256,0.3960313642595426,0.21227501054358436,adam,1.8066284708596216e-05
42,0.0017026604684212301,0.0017026604684212301,0.0013435391942039133,0.0003160062752874044,512,256,768,0.4034634933866753,0.15583131334617661,adamw,0.0002088951240791293
43,0.0010659224059722595,0.0010659224059722595,0.000833279438666068,0.000930826888126965,512,256,768,0.37831626114597866,0.1328572070085414,adamw,0.00059258658423689
44,0.001331828792379903,0.001331828792379903,0.0010593994811642915,0.0006518026905463989,512,256,768,0.4188991497813829,0.1423861466649125,adamw,0.0003529574867556181
45,0.002449159932736193,0.002449159932736193,0.0013508203846868128,5.4820199767512266e-05,512,256,256,0.4289802681059831,0.15150641102589704,adamw,0.000819053247063088
46,0.0025732217243294156,0.0025732217243294156,0.0016311723883501046,0.0003784197554360659,64,1024,768,0.4370606052623566,0.12441623834166396,adam,0.00024456174268469864
47,0.07700765499240145,0.07700765499240145,0.07003964681791354,9.120154591054548e-05,128,256,256,0.41288508596110696,0.18185710189676804,sgd,0.00017375970662758766
48,0.0018257360104197526,0.0018257360104197526,0.0012667049464653245,0.00011297367260487841,256,768,128,0.4537975785233175,0.16462888304702697,adam,0.00011013262497881513
49,0.0009904750199332373,0.0009904750199332373,0.0011402038847330579,0.00016977700968789832,64,512,256,0.4465811357400378,0.13572125099599855,adamw,8.250518057579472e-05
50,0.0590730927960605,0.0590730927960605,0.0540062390267849,3.962535748297499e-05,1024,256,768,0.3838506385770659,0.14683791600359042,sgd,1.2584481123216388e-05
