trial_number,best_train_loss,final_train_loss,final_val_loss,lr,batch_size,internal_layer_size,output_dim,margin,optimizer,weight_decay
39,0.05999807966753955,0.05999807966753955,0.0518876697066464,3.257486372822338e-05,128,768,256,0.5693088813225017,sgd,0.00015891459662123323
40,0.0033960964821781953,0.0033960964821781953,0.0028089474297905708,0.0008723172294256451,64,256,512,0.1783360693597607,adamw,5.745561612962896e-05
41,0.098997245969065,0.098997245969065,0.0889960947576203,9.297544305739123e-05,128,512,512,0.6796580771538812,sgd,1.565703975165893e-05
42,0.011915576616236588,0.011915576616236588,0.010866393412279475,1.106071060875616e-05,64,768,128,0.2403602228611351,sgd,9.26347758357931e-05
43,0.012087063809352679,0.012087063809352679,0.01137631187500183,1.584088797757657e-05,64,768,128,0.21646298413645854,sgd,0.0007665587617924755
44,0.00928632892734983,0.00928632892734983,0.009018927868930209,2.2864936756030848e-05,64,768,128,0.13576208271753062,sgd,4.291286177298184e-05
45,0.014070718003388064,0.014070718003388064,0.012192418253061119,7.13481075197406e-05,64,1024,128,0.2778745157469723,sgd,0.00037488264180702375
46,0.008951306031049822,0.008951306031049822,0.008804493513889611,0.00019871187008168597,256,512,256,0.051923962126898135,sgd,2.7904980912532507e-05
47,0.014253578642953416,0.014253578642953416,0.012564208079129457,0.0005493906346858283,1024,768,512,0.2777938157921832,sgd,0.00022245282016477617
48,0.002474934021866291,0.002474934021866291,0.0019975053786765785,4.9132832204135475e-05,512,512,128,0.14365202053495374,adam,0.0001263798033019051
49,0.014185434720619484,0.014185434720619484,0.013888864271059821,1.3316684040796998e-05,128,1024,256,0.18822762876969737,sgd,8.599706551024887e-05
50,0.02566583449127044,0.02566583449127044,0.02162029174198011,6.32186334072906e-05,64,512,512,0.4888394946786487,adamw,0.0004967007110560776
