trial_number,best_train_loss,final_train_loss,final_val_loss,val_roc_auc,lr,batch_size,internal_layer_size,output_dim,optimizer,weight_decay,m_neg,gap,w_pos,w_neg
1,0.0005024154103160187,0.0005024154103160187,0.00029413808534297406,0.9944368806521875,5.6115164153345e-05,64,512,256,adam,3.549878832196506e-06,0.8108484485919075,0.10970372201012518,1.0,0.6452476589558902
2,5.173715708805143e-05,5.173715708805143e-05,3.343574214694431e-05,0.9921423956064523,3.8234752246751835e-05,64,256,256,adamw,0.0007886714129990489,0.9116794696232922,0.06787661614294042,1.0,0.07501351274130823
3,0.00017813306882200408,0.00017813306882200408,0.000134397778310813,0.9894636485189673,0.000233596350262616,1024,512,768,adamw,0.00048359527764659497,0.869579995762217,0.1851561046543922,1.0,0.07070895346946894
4,0.0007348779500589024,0.0007348779500589024,0.0004661776911234483,0.9950306669034261,2.4658447214487366e-05,1024,768,768,adam,1.0388823104027941e-06,0.9130922856909668,0.14430289533104726,1.0,4.367939003117412
5,0.0012851035185539182,0.0012851035185539182,0.0008121433056658134,0.9915595658660121,0.000348771262454593,512,256,768,adam,0.00013795402040204168,0.9021570097233794,0.11664266753820428,1.0,5.722578037877245
6,0.004291366514113677,0.004291366514113677,0.003321471553633974,0.9935978471741437,9.718319944817387e-05,64,1024,768,adam,7.400385759087375e-06,0.7822442574508008,0.18664255394508888,1.0,7.268881889564393
7,9.749988046585005e-05,9.749988046585005e-05,3.823493289019097e-05,0.9886919659979608,0.00018484491720988634,512,512,768,adam,3.4059785435329935e-05,0.8334822006297558,0.05220048398943875,1.0,0.08653447767940137
8,0.0008510736909960072,0.0008510736909960072,0.0005876170604780411,0.9907811961704227,4.7340227734041895e-05,64,256,128,adam,1.4270403521460853e-06,0.8057292928473223,0.18257051833366422,1.0,0.1870020185103285
9,0.0016136595201643158,0.0016136595201643158,0.0010126268463887132,0.9938619143320223,1.9489008462344228e-05,128,512,128,adam,3.627066608804412e-06,0.7581550283109528,0.12226965920576593,1.0,3.1365242603877554
10,0.00031502430953975744,0.00031502430953975744,0.00018317491631023586,0.9925205368141378,1.0793832090127281e-05,1024,512,256,adamw,0.0002829219225536188,0.8610401623198924,0.11063360988764123,1.0,0.18977979737299563
11,0.00012338770604311677,0.00012338770604311677,9.180777587971533e-05,0.9927954080065216,0.000776735381623706,256,768,768,adamw,2.8592806891137605e-05,0.9439659597557619,0.024082833870385012,1.0,18.961365532232108
12,0.001229513443694538,0.001229513443694538,0.0008166714571416378,0.9950276173775575,5.6340641851096245e-05,1024,768,256,adam,1.120935063841341e-06,0.8256563017683896,0.14842034231628773,1.0,0.914183724819158
13,0.0007150691627760065,0.0007150691627760065,0.00044063232198823246,0.9944863701005664,2.3553508320881508e-05,1024,768,256,adam,1.1826935783013323e-06,0.8902325190787519,0.15046960360180978,1.0,1.201698871022943
14,0.00011121740597987253,0.00011121740597987253,5.797733865620103e-05,0.99472978761185,9.920562866268202e-05,1024,768,256,adam,8.506012431642266e-06,0.9492155374774804,0.15056013448603525,1.0,1.1745903574106986
15,0.0010294883609095304,0.0010294883609095304,0.0006262478476855904,0.993136344998612,1.0623818229569264e-05,1024,768,128,adam,1.1339388334128915e-06,0.8346686385758159,0.1453738116298476,1.0,0.508864686269749
16,0.0003994627461721119,0.0003994627461721119,0.0002671692447620444,0.9951718163864791,2.9902021154965183e-05,256,768,768,adam,3.3494260913450435e-06,0.9225854643706505,0.16133536212525162,1.0,2.500502125163551
17,0.0004155681270063304,0.0004155681270063304,0.00025166562518279533,0.9949524247825733,2.221454519753059e-05,256,1024,768,adam,2.8733051558560983e-05,0.926208269448376,0.08386614700941339,1.0,2.826125976755969
18,0.002257661651180011,0.002257661651180011,0.0017143941106041894,0.9947043240708486,3.2895690256677536e-05,256,768,768,adam,2.952927806489244e-06,0.8807419231688287,0.19977064975625997,1.0,24.334036067724856
19,0.0006335036972083761,0.0006335036972083761,0.0004571967395729845,0.9947175241613936,1.6295514442547317e-05,128,768,768,adamw,1.1150950860431821e-05,0.9255480951404033,0.16634178551839673,1.0,10.7672114512761
20,0.0004251788555879665,0.0004251788555879665,0.0002767353331364575,0.9949919814895523,6.429002184975101e-05,256,768,768,adam,2.4336174738888675e-06,0.921118034779528,0.13212119835959585,1.0,2.9870530595588765
21,0.0005932114301038109,0.0005932114301038109,0.0003533472729031928,0.9944397123547793,2.7740047068562252e-05,256,1024,768,adam,8.30859741080671e-05,0.896878213317864,0.07887384091982813,1.0,2.232713512907041
22,0.0008495103543921055,0.0008495103543921055,0.0005687885626684874,0.9934392064820025,6.604555574821075e-05,1024,768,256,adam,2.3050456591306384e-06,0.8459368209461604,0.16475272453967893,1.0,0.43724131339982686
23,0.0010973001257721451,0.0010973001257721451,0.0007294812705367804,0.9950319520607565,0.00014081315970504028,1024,768,256,adam,5.601462469416632e-06,0.8133670422515246,0.13235878054215086,1.0,1.6097812960798337
24,0.0005969479121780316,0.0005969479121780316,0.00035967678122688084,0.9945651132149549,0.00014294959625414322,1024,768,128,adam,5.147921061762833e-06,0.7897640230635761,0.09212135198778465,1.0,1.757448551200442
25,0.0018661618087436821,0.0018661618087436821,0.001223612652393058,0.9935187555425132,0.0002897958632375244,512,768,768,adam,1.724877614888154e-05,0.8751824629190418,0.17195181873782736,1.0,5.869784353957933
26,0.0004421261440972598,0.0004421261440972598,0.00028073667866160176,0.9930607821040578,0.0004008431425047907,128,768,256,adam,1.8882555366857789e-06,0.9329808459150178,0.12479068834479756,1.0,4.623581797937644
27,0.0013586024722088556,0.0013586024722088556,0.000951639331469778,0.9940082697913794,0.00013409303163142695,256,768,768,adam,5.10150723000902e-06,0.8561311366729313,0.13628971347564137,1.0,1.6480725901257067
28,0.0013062786800246023,0.0013062786800246023,0.0008112987445201725,0.994047085899219,1.4839293706616107e-05,1024,768,768,adamw,1.175572443067087e-05,0.9074934550974709,0.09537997904227405,1.0,11.180205037850696
29,0.0008238654307785797,0.0008238654307785797,0.0004520722897723317,0.9929835201879483,0.0005302079683355991,1024,1024,256,adam,5.441415330519892e-06,0.7611700652986798,0.15955328616961734,1.0,0.3202453801924263
30,0.0009162812111033393,0.0009162812111033393,0.0004814649160834961,0.9944736492212296,4.258259254528716e-05,256,256,128,adam,3.4404713623787483e-06,0.8090291390143254,0.13481052502194482,1.0,0.7465238006914453
31,0.0011070283913279689,0.0011070283913279689,0.001079381292220205,0.9943245709709185,7.555802264063669e-05,512,768,256,adam,1.7434370768188525e-06,0.7746218683504135,0.10986144407506772,1.0,4.0385541993876
32,0.0010478298243992343,0.0010478298243992343,0.0006214960303623229,0.9949059630777347,3.2122380061258766e-05,1024,768,256,adam,1.0952127147815625e-06,0.8230084057889286,0.1424613113040639,1.0,0.7529928809940366
33,0.0018650898478038812,0.0018650898478038812,0.0011566349712666124,0.9950956653690789,5.374163663310847e-05,1024,768,256,adam,1.7884502516201998e-06,0.8228630595866689,0.1607954592154265,1.0,1.403930671771071
34,0.0025621111952822727,0.0025621111952822727,0.0016475404961965978,0.9949914369313615,4.280081977034146e-05,1024,768,256,adam,1.95446242209468e-06,0.7978248316126563,0.17476218529096793,1.0,1.9740445332407937
35,0.0014656513547960336,0.0014656513547960336,0.0010123385476455639,0.9943870644688937,0.00013795371397965135,64,256,256,adamw,4.31312510207682e-06,0.8457876582276123,0.15880545054107165,1.0,1.406959456929068
36,0.003941865365530523,0.003941865365530523,0.0028149528661742806,0.9948027801917436,8.477798414631634e-05,1024,768,256,adam,2.601309249667389e-06,0.8179790595075116,0.1885197034082451,1.0,7.402395983118309
37,0.0006475504432229884,0.0006475504432229884,0.0004690237925387919,0.9951108694337657,4.990423383871001e-05,1024,512,768,adam,7.788167003639749e-06,0.914537911854509,0.1278497224493031,1.0,3.8384084581429234
38,0.0010787787451482021,0.0010787787451482021,0.0006865285628009588,0.9943976942447779,0.00019014009026828326,1024,512,768,adam,1.7430603733250802e-05,0.8864594070049928,0.1017120045946705,1.0,3.0115556100740406
39,0.00014001703007925138,0.00014001703007925138,0.00011265740351611304,0.9871029016325767,3.577290457580499e-05,64,512,256,adamw,5.466153117318033e-05,0.8640499213634083,0.12580001189509607,1.0,0.04477321470743551
40,0.0011044670541686123,0.0011044670541686123,0.0006732456249780246,0.9951581370847263,5.3848341396868874e-05,128,512,768,adam,6.657884767767156e-06,0.8339148351868189,0.11741193304488506,1.0,2.3843914539490556
41,0.0008307771963124323,0.0008307771963124323,0.0006706173899377213,0.9931279805848016,5.5326170398455645e-05,128,512,768,adam,1.1199674032232168e-05,0.8389467276842573,0.06755384079442286,1.0,10.178745822233981
42,0.001095152041187371,0.001095152041187371,0.0007035625688481157,0.9943599019063369,5.073197271178533e-05,128,512,768,adam,7.347899254298483e-06,0.80083940741935,0.11708721495850827,1.0,2.307313533427426
43,0.0017901767718273153,0.0017901767718273153,0.0010798353701093105,0.994274689440642,0.00011877548012996816,128,512,768,adam,6.818273009452143e-06,0.8186659095839511,0.1312953116030102,1.0,4.17695389106415
44,0.0015476508846785776,0.0015476508846785776,0.0009723470024646649,0.9931541193779595,8.327749481495341e-05,128,512,768,adam,1.6247091155454447e-05,0.829598713247454,0.1564473356393035,1.0,0.9814146665387092
