trial_number,best_train_loss,final_train_loss,final_val_loss,val_roc_auc,lr,batch_size,internal_layer_size,output_dim,optimizer,weight_decay,m_neg,gap,w_pos,w_neg
1,0.0010083056701233192,0.0010083056701233192,0.0008666532346978783,0.9802593735019206,0.00023688639503640813,1024,1024,768,adamw,0.0007114476009343421,0.8365996970905702,0.11197316968394073,1.0,1.114208046929527
2,0.0013865003378928772,0.0013865003378928772,0.0010485416918527336,0.9800616117493527,0.00014321698289111514,1024,1024,768,adamw,1.493656855461763e-06,0.8433088072887467,0.11202230023486417,1.0,1.6336201628371303
3,0.0010512080696905603,0.0010512080696905603,0.0007622541044838727,0.979634808821738,0.00010485387725194633,1024,1024,768,adamw,0.0008123245085588687,0.8416221320400211,0.10424678221356552,1.0,1.1343178571896924
4,0.0010973547350102086,0.0010973547350102086,0.0008122932282276452,0.9795992600630433,0.00015254729458052615,1024,1024,768,adamw,8.179499475211674e-06,0.8262378215816119,0.10863890037284232,1.0,1.2236823805792207
5,0.0008523341313441646,0.0008523341313441646,0.0008387596812099218,0.9779211059776457,0.00040912205744437856,1024,1024,768,adamw,2.62108787826544e-06,0.8146072324267609,0.10732723686587384,1.0,1.3717998321122307
6,0.0007903328948245593,0.0007903328948245593,0.0010454508301336318,0.9767134937337472,0.0006097839109531517,1024,1024,768,adamw,3.972110727381911e-06,0.8257117219206805,0.11184829137724085,1.0,1.0327209030070403
7,0.0013270949735781367,0.0013270949735781367,0.0012622607639059425,0.9789724300207874,0.0004050837781329676,1024,1024,768,adamw,3.247673570627449e-06,0.803252579649264,0.11897771074506666,1.0,1.952918892206553
8,0.000889079625081575,0.000889079625081575,0.0009631122287828475,0.9771640829631355,0.0006432759992849892,1024,1024,768,adamw,8.200518402245835e-06,0.8048836057003192,0.11368466053024313,1.0,1.3567477289253989
9,0.0013644090730088707,0.0013644090730088707,0.0009246262488886714,0.9789725607147532,0.00013244581340099356,1024,1024,768,adamw,3.058656666978529e-05,0.801719426055761,0.11818640804157564,1.0,1.1964664820356943
10,0.0008260622015935654,0.0008260622015935654,0.0008778795949183404,0.9788450251864698,0.0004597505784732166,1024,1024,768,adamw,8.61257919259488e-06,0.8260034010588906,0.11093420558686559,1.0,1.13670229267044
11,0.0007526378767393834,0.0007526378767393834,0.0006231581675820053,0.979286335144287,0.00023685176754508505,1024,1024,768,adamw,0.0006289063790493162,0.8348058901679161,0.1003592375122964,1.0,1.0107090394401168
12,0.0013838820729632766,0.0013838820729632766,0.0010775628907140344,0.9806265581988072,0.00022401563440758678,1024,1024,768,adamw,0.0002830347672748398,0.8485533231059866,0.11492034953003706,1.0,1.7309116094699046
13,0.0013583759499276628,0.0013583759499276628,0.0011618565302342176,0.979562905358226,0.00022704867326144037,1024,1024,768,adamw,0.00019503533140700297,0.848643041152021,0.11470740197817379,1.0,1.6829557454357162
14,0.0012931429735879053,0.0012931429735879053,0.0011298798839561642,0.9800871842019923,0.0002474336309220106,1024,1024,768,adamw,0.00016971891698384619,0.8336266998380237,0.11574443384155866,1.0,1.6009540927252768
15,0.0015633178813078878,0.0015633178813078878,0.001257973350584507,0.9799572961823246,0.00019674188178174753,1024,1024,768,adamw,0.00023578023415491006,0.8498479984360359,0.11634048724765896,1.0,1.974406082012227
16,0.0007910824645719282,0.0007910824645719282,0.0008887347765266895,0.9756143356991265,0.0009240480937369268,1024,1024,768,adamw,6.673669150175927e-05,0.8355988901106706,0.10509898038399886,1.0,1.5039975165031088
17,0.0012331540442109868,0.0012331540442109868,0.001090020767878741,0.9792760321033174,0.0003115926090885938,1024,1024,768,adamw,0.00040915933663029355,0.8421047837822665,0.11341159643565933,1.0,1.7949953437932142
18,0.0009510132735975239,0.0009510132735975239,0.0010728280176408589,0.9781702958057518,0.0002917433543374647,1024,1024,768,adamw,7.530182645980102e-05,0.8183438653421422,0.10924229516802256,1.0,1.29495458982373
19,0.001427154802736275,0.001427154802736275,0.0011677985545247792,0.9794717898817429,0.0001608200577902339,1024,1024,768,adamw,0.0008957657404542217,0.8400235962770435,0.11712530547905571,1.0,1.5087596242312458
20,0.0012328960120259803,0.0012328960120259803,0.0010090711060911418,0.9799730665875299,0.00018289190439205516,1024,1024,768,adamw,5.8721278894348854e-05,0.833028711724757,0.10677485132685674,1.0,1.7656258904089133
21,0.0012777312706243626,0.0012777312706243626,0.0013910431298427284,0.9779466348656302,0.0003646384866502363,1024,1024,768,adamw,0.00036847017699074175,0.8459773064298857,0.11954532931190155,1.0,1.4692375062394638
22,0.0012732711786936437,0.0012732711786936437,0.0010867043281905353,0.9798467726519218,0.0002588134622798054,1024,1024,768,adamw,0.00013970964220617326,0.8312288310589887,0.11558303161112649,1.0,1.6099301420356231
