flag,model,bin_idx,bin_lo,bin_hi,n,error_rate,werr
substitution,aligned_pacifico,4,0.029759883880615234,0.034644126892089844,6782,0.01312297257446181,0.00041953550085350674
substitution,aligned_pacifico,5,0.034644126892089844,0.049009972810745234,8474,0.0059004012272834555,0.00023202926222940984
substitution,aligned_pacifico,6,0.049009972810745234,0.10089421272277832,2374,0.002527379949452401,0.00013321982076816831
digit_substitution,vate,0,0.0,0.014221474528312683,790,0.34177215189873417,0.002099827875064898
digit_substitution,vate,1,0.014221474528312683,0.026427507400512695,810,0.17777777777777778,0.0034316027605975114
digit_substitution,vate,2,0.026427507400512695,0.039520263671875,854,0.08079625292740047,0.002632445069051738
digit_substitution,vate,3,0.039520263671875,0.056232184171676636,533,0.08630393996247655,0.004103824971540783
digit_substitution,vate,4,0.056232184171676636,0.067271888256073,104,0.07692307692307693,0.00457592079272637
digit_substitution,vate,5,0.067271888256073,0.10144402384757996,127,0.023622047244094488,0.0017697388731588528
digit_substitution,vate,6,0.10144402384757996,0.232882559299469,61,0.0,0.0
digit_substitution,aligned_deja,0,0.0,0.007757246494293213,815,0.3337423312883436,0.0011397012903646456
digit_substitution,aligned_deja,1,0.007757246494293213,0.014355868101119995,773,0.17076326002587322,0.001782641450923905
