timestamp,lr,batch_size,internal_layer_size,optimizer,weight_decay,mode,loss_type,test_auc,test_accuracy,loss,val_auc,val_accuracy,val_precision,val_recall,val_epoch,trial_number
2026-01-15 13:32:32.305769,1.827226177606625e-05,64,512,adam,1e-05,pair,contrastive,0,0,0.0019228079195223124,0.9667303543913712,0.9091796875,0.9512987012987013,0.9029275808936826,1,1
2026-01-15 13:33:05.492501,2.631245451057452e-05,256,512,adam,1e-05,pair,contrastive,0,0,0.0036135878425229656,0.9667303543913712,0.9091796875,0.9512987012987013,0.9029275808936826,1,2
